"Id_Accedeweb","Cd_Accedeweb","Description","Label","Rank","Dtype","Cd_Rgaa3","Id_Test_Id"
"663","Rgaa32017-3-3-1-Accedeweb-EDIT-7-1",NULL,NULL,"125","E","Rgaa32017-3-3-1","85"
"664","Rgaa32017-3-3-2-Accedeweb-GRAPH-3-1",NULL,NULL,"126","G","Rgaa32017-3-3-2","86"
"665","Rgaa32017-3-3-2-Accedeweb-EDIT-7-1",NULL,NULL,"127","E","Rgaa32017-3-3-2","86"
"666","Rgaa32017-3-3-3-Accedeweb-GRAPH-3-1",NULL,NULL,"128","G","Rgaa32017-3-3-3","87"
"667","Rgaa32017-3-3-3-Accedeweb-EDIT-7-1",NULL,NULL,"129","E","Rgaa32017-3-3-3","87"
"668","Rgaa32017-3-3-4-Accedeweb-GRAPH-3-1",NULL,NULL,"130","G","Rgaa32017-3-3-4","88"
"669","Rgaa32017-3-3-4-Accedeweb-EDIT-7-1",NULL,NULL,"131","E","Rgaa32017-3-3-4","88"
"670","Rgaa32017-3-4-1-Accedeweb-EDIT-7-1",NULL,NULL,"132","E","Rgaa32017-3-4-1","90"
"671","Rgaa32017-3-4-2-Accedeweb-EDIT-7-1",NULL,NULL,"133","E","Rgaa32017-3-4-2","91"
"672","Rgaa32017-3-4-3-Accedeweb-EDIT-7-1",NULL,NULL,"134","E","Rgaa32017-3-4-3","92"
"673","Rgaa32017-3-4-4-Accedeweb-EDIT-7-1",NULL,NULL,"135","E","Rgaa32017-3-4-4","93"
"674","Rgaa32017-4-1-1-Accedeweb-GRAPH-8-2",NULL,NULL,"136","G","Rgaa32017-4-1-1","95"
"675","Rgaa32017-4-1-1-Accedeweb-GRAPH-8-6",NULL,NULL,"137","G","Rgaa32017-4-1-1","95"
"676","Rgaa32017-4-1-1-Accedeweb-HTML-13",NULL,NULL,"138","H","Rgaa32017-4-1-1","95"
"677","Rgaa32017-4-1-1-Accedeweb-EDIT-8-3",NULL,NULL,"139","E","Rgaa32017-4-1-1","95"
"678","Rgaa32017-4-1-2-Accedeweb-GRAPH-8-6",NULL,NULL,"140","G","Rgaa32017-4-1-2","96"
"679","Rgaa32017-4-1-2-Accedeweb-GRAPH-8-2",NULL,NULL,"141","G","Rgaa32017-4-1-2","96"
"680","Rgaa32017-4-1-2-Accedeweb-HTML-13",NULL,NULL,"142","H","Rgaa32017-4-1-2","96"
"681","Rgaa32017-4-1-2-Accedeweb-EDIT-8-3",NULL,NULL,"143","E","Rgaa32017-4-1-2","96"
"682","Rgaa32017-4-1-3-Accedeweb-GRAPH-8-6",NULL,NULL,"144","G","Rgaa32017-4-1-3","97"
"683","Rgaa32017-4-1-3-Accedeweb-GRAPH-8-2",NULL,NULL,"145","G","Rgaa32017-4-1-3","97"
"684","Rgaa32017-4-1-3-Accedeweb-HTML-13",NULL,NULL,"146","H","Rgaa32017-4-1-3","97"
"685","Rgaa32017-4-1-3-Accedeweb-EDIT-8-3",NULL,NULL,"147","E","Rgaa32017-4-1-3","97"
"686","Rgaa32017-4-2-1-Accedeweb-HTML-13",NULL,NULL,"148","H","Rgaa32017-4-2-1","98"
"687","Rgaa32017-4-2-1-Accedeweb-EDIT-8-3",NULL,NULL,"149","E","Rgaa32017-4-2-1","98"
"688","Rgaa32017-4-2-2-Accedeweb-HTML-13",NULL,NULL,"150","H","Rgaa32017-4-2-2","99"
"689","Rgaa32017-4-2-2-Accedeweb-EDIT-8-3",NULL,NULL,"151","E","Rgaa32017-4-2-2","99"
"690","Rgaa32017-4-2-3-Accedeweb-HTML-13",NULL,NULL,"152","H","Rgaa32017-4-2-3","100"
"691","Rgaa32017-4-2-3-Accedeweb-EDIT-8-3",NULL,NULL,"153","E","Rgaa32017-4-2-3","100"
"692","Rgaa32017-4-3-1-Accedeweb-EDIT-8-3",NULL,NULL,"154","E","Rgaa32017-4-3-1","101"
"693","Rgaa32017-4-3-1-Accedeweb-EDIT-8-4",NULL,NULL,"155","E","Rgaa32017-4-3-1","101"
"694","Rgaa32017-4-3-2-Accedeweb-EDIT-8-3",NULL,NULL,"156","E","Rgaa32017-4-3-2","102"
"695","Rgaa32017-4-4-1-Accedeweb-EDIT-8-3",NULL,NULL,"157","E","Rgaa32017-4-4-1","103"
"696","Rgaa32017-4-5-1-Accedeweb-EDIT-8-4",NULL,NULL,"158","E","Rgaa32017-4-5-1","104"
"697","Rgaa32017-4-7-1-Accedeweb-GRAPH-8-6",NULL,NULL,"159","G","Rgaa32017-4-7-1","108"
"698","Rgaa32017-4-7-1-Accedeweb-EDIT-8-3",NULL,NULL,"160","E","Rgaa32017-4-7-1","108"
"699","Rgaa32017-4-7-2-Accedeweb-EDIT-8-3",NULL,NULL,"161","E","Rgaa32017-4-7-2","109"
"700","Rgaa32017-4-8-1-Accedeweb-EDIT-8-3",NULL,NULL,"162","E","Rgaa32017-4-8-1","110"
"701","Rgaa32017-4-8-2-Accedeweb-EDIT-8-3",NULL,NULL,"163","E","Rgaa32017-4-8-2","111"
"702","Rgaa32017-4-13-1-Accedeweb-GRAPH-8-2",NULL,NULL,"164","G","Rgaa32017-4-13-1","120"
"703","Rgaa32017-4-13-1-Accedeweb-EDIT-8-3",NULL,NULL,"165","E","Rgaa32017-4-13-1","120"
"704","Rgaa32017-4-13-2-Accedeweb-GRAPH-8-2",NULL,NULL,"166","G","Rgaa32017-4-13-2","121"
"705","Rgaa32017-4-13-2-Accedeweb-EDIT-8-3",NULL,NULL,"167","E","Rgaa32017-4-13-2","121"
"706","Rgaa32017-4-14-1-Accedeweb-EDIT-8-3",NULL,NULL,"168","E","Rgaa32017-4-14-1","122"
"707","Rgaa32017-4-14-2-Accedeweb-EDIT-8-3",NULL,NULL,"169","E","Rgaa32017-4-14-2","123"
"708","Rgaa32017-4-15-1-Accedeweb-GRAPH-8-1",NULL,NULL,"170","G","Rgaa32017-4-15-1","124"
"709","Rgaa32017-4-15-2-Accedeweb-GRAPH-8-1",NULL,NULL,"171","G","Rgaa32017-4-15-2","125"
"710","Rgaa32017-4-16-1-Accedeweb-HTML-13",NULL,NULL,"172","H","Rgaa32017-4-16-1","126"
"711","Rgaa32017-4-16-2-Accedeweb-HTML-13",NULL,NULL,"173","H","Rgaa32017-4-16-2","127"
"712","Rgaa32017-4-17-1-Accedeweb-HTML-13",NULL,NULL,"174","H","Rgaa32017-4-17-1","128"
"713","Rgaa32017-4-20-1-Accedeweb-GRAPH-4-20",NULL,NULL,"175","G","Rgaa32017-4-20-1","131"
"714","Rgaa32017-4-22-1-Accedeweb-HTML-13",NULL,NULL,"176","H","Rgaa32017-4-22-1","136"
"715","Rgaa32017-5-1-1-Accedeweb-HTML-9-1",NULL,NULL,"177","H","Rgaa32017-5-1-1","138"
"716","Rgaa32017-5-2-1-Accedeweb-HTML-9-1",NULL,NULL,"178","H","Rgaa32017-5-2-1","139"
"717","Rgaa32017-5-3-1-Accedeweb-HTML-9-5",NULL,NULL,"179","H","Rgaa32017-5-3-1","140"
"718","Rgaa32017-5-3-1-Accedeweb-HTML-9-7",NULL,NULL,"180","H","Rgaa32017-5-3-1","140"
"719","Rgaa32017-5-4-1-Accedeweb-GRAPH-6-1",NULL,NULL,"181","G","Rgaa32017-5-4-1","141"
"720","Rgaa32017-5-4-1-Accedeweb-HTML-9-1",NULL,NULL,"182","H","Rgaa32017-5-4-1","141"
"721","Rgaa32017-5-5-1-Accedeweb-GRAPH-6-1",NULL,NULL,"183","G","Rgaa32017-5-5-1","142"
"722","Rgaa32017-5-5-1-Accedeweb-HTML-9-1",NULL,NULL,"184","H","Rgaa32017-5-5-1","142"
"723","Rgaa32017-5-6-1-Accedeweb-HTML-9-2",NULL,NULL,"185","H","Rgaa32017-5-6-1","143"
"724","Rgaa32017-5-6-2-Accedeweb-HTML-9-2",NULL,NULL,"186","H","Rgaa32017-5-6-2","144"
"725","Rgaa32017-5-7-1-Accedeweb-HTML-9-3",NULL,NULL,"187","H","Rgaa32017-5-7-1","145"
"726","Rgaa32017-5-7-2-Accedeweb-HTML-9-3",NULL,NULL,"188","H","Rgaa32017-5-7-2","146"
"727","Rgaa32017-5-7-3-Accedeweb-HTML-9-4",NULL,NULL,"189","H","Rgaa32017-5-7-3","147"
"728","Rgaa32017-5-7-4-Accedeweb-HTML-9-4",NULL,NULL,"190","H","Rgaa32017-5-7-4","148"
"729","Rgaa32017-5-8-1-Accedeweb-HTML-9-6",NULL,NULL,"191","H","Rgaa32017-5-8-1","149"
"730","Rgaa32017-6-1-1-Accedeweb-GRAPH-4-1",NULL,NULL,"192","G","Rgaa32017-6-1-1","150"
"731","Rgaa32017-6-1-1-Accedeweb-HTML-5-2",NULL,NULL,"193","H","Rgaa32017-6-1-1","150"
"732","Rgaa32017-6-1-1-Accedeweb-EDIT-3-1",NULL,NULL,"194","E","Rgaa32017-6-1-1","150"
"733","Rgaa32017-6-1-2-Accedeweb-GRAPH-4-1",NULL,NULL,"195","G","Rgaa32017-6-1-2","151"
"734","Rgaa32017-6-1-2-Accedeweb-HTML-5-2",NULL,NULL,"196","H","Rgaa32017-6-1-2","151"
"735","Rgaa32017-6-1-2-Accedeweb-HTML-6-3",NULL,NULL,"197","H","Rgaa32017-6-1-2","151"
"736","Rgaa32017-6-1-2-Accedeweb-EDIT-4-3",NULL,NULL,"198","E","Rgaa32017-6-1-2","151"
"737","Rgaa32017-6-1-3-Accedeweb-GRAPH-4-1",NULL,NULL,"199","G","Rgaa32017-6-1-3","152"
"738","Rgaa32017-6-1-3-Accedeweb-HTML-5-2",NULL,NULL,"200","H","Rgaa32017-6-1-3","152"
"739","Rgaa32017-6-2-1-Accedeweb-HTML-5-3",NULL,NULL,"201","H","Rgaa32017-6-2-1","153"
"740","Rgaa32017-6-2-1-Accedeweb-HTML-5-5",NULL,NULL,"202","H","Rgaa32017-6-2-1","153"
"741","Rgaa32017-6-2-1-Accedeweb-EDIT-3-4",NULL,NULL,"203","E","Rgaa32017-6-2-1","153"
"742","Rgaa32017-6-2-2-Accedeweb-HTML-5-3",NULL,NULL,"204","H","Rgaa32017-6-2-2","154"
"743","Rgaa32017-6-2-2-Accedeweb-HTML-5-5",NULL,NULL,"205","H","Rgaa32017-6-2-2","154"
"744","Rgaa32017-6-2-2-Accedeweb-EDIT-3-4",NULL,NULL,"206","E","Rgaa32017-6-2-2","154"
"745","Rgaa32017-6-2-3-Accedeweb-HTML-5-3",NULL,NULL,"207","H","Rgaa32017-6-2-3","155"
"746","Rgaa32017-6-2-3-Accedeweb-HTML-5-5",NULL,NULL,"208","H","Rgaa32017-6-2-3","155"
"747","Rgaa32017-6-2-3-Accedeweb-EDIT-3-4",NULL,NULL,"209","E","Rgaa32017-6-2-3","155"
"748","Rgaa32017-6-3-1-Accedeweb-GRAPH-4-1",NULL,NULL,"210","G","Rgaa32017-6-3-1","156"
"749","Rgaa32017-6-3-1-Accedeweb-HTML-5-2",NULL,NULL,"211","H","Rgaa32017-6-3-1","156"
"750","Rgaa32017-6-3-1-Accedeweb-EDIT-3-1",NULL,NULL,"212","E","Rgaa32017-6-3-1","156"
"751","Rgaa32017-6-3-2-Accedeweb-GRAPH-4-1",NULL,NULL,"213","G","Rgaa32017-6-3-2","157"
"752","Rgaa32017-6-3-2-Accedeweb-HTML-6-3",NULL,NULL,"214","H","Rgaa32017-6-3-2","157"
"753","Rgaa32017-6-3-2-Accedeweb-EDIT-4-3",NULL,NULL,"215","E","Rgaa32017-6-3-2","157"
"754","Rgaa32017-6-4-1-Accedeweb-GRAPH-4-1",NULL,NULL,"216","G","Rgaa32017-6-4-1","159"
"755","Rgaa32017-7-1-1-Accedeweb-HTML-5-1",NULL,NULL,"217","H","Rgaa32017-7-1-1","163"
"756","Rgaa32017-7-1-1-Accedeweb-HTML-5-2",NULL,NULL,"218","H","Rgaa32017-7-1-1","163"
"757","Rgaa32017-7-1-1-Accedeweb-HTML-6-2",NULL,NULL,"219","H","Rgaa32017-7-1-1","163"
"758","Rgaa32017-7-1-5-Accedeweb-HTML-5-2",NULL,NULL,"220","H","Rgaa32017-7-1-5","167"
"759","Rgaa32017-7-3-1-Accedeweb-HTML-13-1",NULL,NULL,"221","H","Rgaa32017-7-3-1","172"
"760","Rgaa32017-7-3-2-Accedeweb-HTML-13-1",NULL,NULL,"222","H","Rgaa32017-7-3-2","173"
"761","Rgaa32017-7-3-3-Accedeweb-HTML-13-1",NULL,NULL,"223","H","Rgaa32017-7-3-3","174"
"762","Rgaa32017-8-1-1-Accedeweb-HTML-4-1",NULL,NULL,"224","H","Rgaa32017-8-1-1","177"
"763","Rgaa32017-8-1-2-Accedeweb-HTML-4-1",NULL,NULL,"225","H","Rgaa32017-8-1-2","178"
"764","Rgaa32017-8-1-3-Accedeweb-HTML-4-1",NULL,NULL,"226","H","Rgaa32017-8-1-3","179"
"765","Rgaa32017-8-2-1-Accedeweb-HTML-4-1",NULL,NULL,"227","H","Rgaa32017-8-2-1","180"
"766","Rgaa32017-8-2-2-Accedeweb-HTML-4-1",NULL,NULL,"228","H","Rgaa32017-8-2-2","181"
"767","Rgaa32017-8-3-1-Accedeweb-HTML-3-1",NULL,NULL,"229","H","Rgaa32017-8-3-1","182"
"768","Rgaa32017-8-4-1-Accedeweb-HTML-3-1",NULL,NULL,"230","H","Rgaa32017-8-4-1","183"
"769","Rgaa32017-8-5-1-Accedeweb-HTML-2-1",NULL,NULL,"231","H","Rgaa32017-8-5-1","184"
"770","Rgaa32017-8-6-1-Accedeweb-HTML-2-1",NULL,NULL,"232","H","Rgaa32017-8-6-1","185"
"771","Rgaa32017-8-7-1-Accedeweb-HTML-3-2",NULL,NULL,"233","H","Rgaa32017-8-7-1","186"
"772","Rgaa32017-8-7-1-Accedeweb-EDIT-6-4",NULL,NULL,"234","E","Rgaa32017-8-7-1","186"
"773","Rgaa32017-8-8-1-Accedeweb-HTML-3-2",NULL,NULL,"235","H","Rgaa32017-8-8-1","187"
"774","Rgaa32017-8-8-1-Accedeweb-EDIT-6-4",NULL,NULL,"236","E","Rgaa32017-8-8-1","187"
"775","Rgaa32017-8-8-2-Accedeweb-HTML-3-2",NULL,NULL,"237","H","Rgaa32017-8-8-2","188"
"776","Rgaa32017-8-8-2-Accedeweb-EDIT-6-4",NULL,NULL,"238","E","Rgaa32017-8-8-2","188"
"777","Rgaa32017-8-9-1-Accedeweb-HTML-4-2",NULL,NULL,"239","H","Rgaa32017-8-9-1","189"
"778","Rgaa32017-8-9-1-Accedeweb-EDIT-1-2",NULL,NULL,"240","E","Rgaa32017-8-9-1","189"
"779","Rgaa32017-9-1-1-Accedeweb-HTML-1-7",NULL,NULL,"241","H","Rgaa32017-9-1-1","192"
"780","Rgaa32017-9-1-1-Accedeweb-EDIT-2",NULL,NULL,"242","E","Rgaa32017-9-1-1","192"
"781","Rgaa32017-9-1-2-Accedeweb-HTML-1-7",NULL,NULL,"243","H","Rgaa32017-9-1-2","193"
"782","Rgaa32017-9-1-2-Accedeweb-EDIT-2",NULL,NULL,"244","E","Rgaa32017-9-1-2","193"
"783","Rgaa32017-9-1-3-Accedeweb-HTML-1-7",NULL,NULL,"245","H","Rgaa32017-9-1-3","194"
"784","Rgaa32017-9-1-3-Accedeweb-EDIT-2",NULL,NULL,"246","E","Rgaa32017-9-1-3","194"
"785","Rgaa32017-9-1-4-Accedeweb-HTML-1-7",NULL,NULL,"247","H","Rgaa32017-9-1-4","195"
"786","Rgaa32017-9-1-4-Accedeweb-EDIT-2",NULL,NULL,"248","E","Rgaa32017-9-1-4","195"
"787","Rgaa32017-9-2-1-Accedeweb-HTML-1-1",NULL,NULL,"249","H","Rgaa32017-9-2-1","196"
"788","Rgaa32017-9-2-1-Accedeweb-HTML-1-3",NULL,NULL,"250","H","Rgaa32017-9-2-1","196"
"789","Rgaa32017-9-2-1-Accedeweb-HTML-1-4",NULL,NULL,"251","H","Rgaa32017-9-2-1","196"
"790","Rgaa32017-9-2-1-Accedeweb-HTML-1-5",NULL,NULL,"252","H","Rgaa32017-9-2-1","196"
"791","Rgaa32017-9-2-2-Accedeweb-HTML-1-7",NULL,NULL,"253","H","Rgaa32017-9-2-2","197"
"792","Rgaa32017-9-3-1-Accedeweb-HTML-1-6",NULL,NULL,"254","H","Rgaa32017-9-3-1","198"
"793","Rgaa32017-9-3-1-Accedeweb-HTML-8-1",NULL,NULL,"255","H","Rgaa32017-9-3-1","198"
"794","Rgaa32017-9-3-1-Accedeweb-EDIT-5",NULL,NULL,"256","E","Rgaa32017-9-3-1","198"
"795","Rgaa32017-9-3-2-Accedeweb-HTML-8-2",NULL,NULL,"257","H","Rgaa32017-9-3-2","199"
"796","Rgaa32017-9-3-2-Accedeweb-EDIT-5",NULL,NULL,"258","E","Rgaa32017-9-3-2","199"
"797","Rgaa32017-9-3-3-Accedeweb-HTML-8-3",NULL,NULL,"259","H","Rgaa32017-9-3-3","200"
"798","Rgaa32017-9-5-1-Accedeweb-EDIT-6-2",NULL,NULL,"260","E","Rgaa32017-9-5-1","202"
"799","Rgaa32017-9-6-1-Accedeweb-HTML-13",NULL,NULL,"261","H","Rgaa32017-9-6-1","203"
"800","Rgaa32017-9-6-1-Accedeweb-EDIT-6-3",NULL,NULL,"262","E","Rgaa32017-9-6-1","203"
"801","Rgaa32017-9-6-2-Accedeweb-HTML-13",NULL,NULL,"263","H","Rgaa32017-9-6-2","204"
"802","Rgaa32017-9-6-2-Accedeweb-EDIT-6-3",NULL,NULL,"264","E","Rgaa32017-9-6-2","204"
"803","Rgaa32017-10-1-1-Accedeweb-EDIT-1-2",NULL,NULL,"265","E","Rgaa32017-10-1-1","205"
"804","Rgaa32017-10-1-2-Accedeweb-EDIT-1-2",NULL,NULL,"266","E","Rgaa32017-10-1-2","206"
"805","Rgaa32017-10-1-3-Accedeweb-EDIT-1-2",NULL,NULL,"267","E","Rgaa32017-10-1-3","207"
"806","Rgaa32017-10-2-1-Accedeweb-HTML-6-5",NULL,NULL,"268","H","Rgaa32017-10-2-1","208"
"807","Rgaa32017-10-3-1-Accedeweb-HTML-1-8",NULL,NULL,"269","H","Rgaa32017-10-3-1","209"
"808","Rgaa32017-10-4-1-Accedeweb-HTML-11-1",NULL,NULL,"270","H","Rgaa32017-10-4-1","210"
"809","Rgaa32017-10-4-2-Accedeweb-HTML-11-1",NULL,NULL,"271","H","Rgaa32017-10-4-2","211"
"810","Rgaa32017-10-4-3-Accedeweb-HTML-11-2",NULL,NULL,"272","H","Rgaa32017-10-4-3","212"
"811","Rgaa32017-10-5-1-Accedeweb-HTML-10-2",NULL,NULL,"273","H","Rgaa32017-10-5-1","213"
"812","Rgaa32017-10-5-2-Accedeweb-HTML-10-2",NULL,NULL,"274","H","Rgaa32017-10-5-2","214"
"813","Rgaa32017-10-5-3-Accedeweb-HTML-10-2",NULL,NULL,"275","H","Rgaa32017-10-5-3","215"
"814","Rgaa32017-10-6-1-Accedeweb-GRAPH-4-2",NULL,NULL,"276","G","Rgaa32017-10-6-1","216"
"815","Rgaa32017-10-7-1-Accedeweb-HTML-12-3",NULL,NULL,"277","H","Rgaa32017-10-7-1","217"
"816","Rgaa32017-10-7-2-Accedeweb-HTML-12-3",NULL,NULL,"278","H","Rgaa32017-10-7-2","218"
"817","Rgaa32017-10-7-3-Accedeweb-HTML-12-3",NULL,NULL,"279","H","Rgaa32017-10-7-3","219"
"818","Rgaa32017-10-9-1-Accedeweb-GRAPH-2-2",NULL,NULL,"280","G","Rgaa32017-10-9-1","224"
"819","Rgaa32017-10-9-1-Accedeweb-EDIT-1-1",NULL,NULL,"281","E","Rgaa32017-10-9-1","224"
"820","Rgaa32017-10-14-1-Accedeweb-HTML-10-3",NULL,NULL,"282","H","Rgaa32017-10-14-1","230"
"821","Rgaa32017-10-15-1-Accedeweb-HTML-10-3",NULL,NULL,"283","H","Rgaa32017-10-15-1","234"
"822","Rgaa32017-11-1-1-Accedeweb-GRAPH-7-1",NULL,NULL,"284","G","Rgaa32017-11-1-1","238"
"823","Rgaa32017-11-1-1-Accedeweb-HTML-7-1",NULL,NULL,"285","H","Rgaa32017-11-1-1","238"
"824","Rgaa32017-11-1-1-Accedeweb-HTML-7-2",NULL,NULL,"286","H","Rgaa32017-11-1-1","238"
"825","Rgaa32017-11-1-2-Accedeweb-GRAPH-7-1",NULL,NULL,"287","G","Rgaa32017-11-1-2","239"
"826","Rgaa32017-11-1-2-Accedeweb-HTML-7-1",NULL,NULL,"288","H","Rgaa32017-11-1-2","239"
"827","Rgaa32017-11-2-1-Accedeweb-GRAPH-7-1",NULL,NULL,"289","G","Rgaa32017-11-2-1","243"
"828","Rgaa32017-11-2-1-Accedeweb-HTML-7-1",NULL,NULL,"290","H","Rgaa32017-11-2-1","243"
"829","Rgaa32017-11-2-2-Accedeweb-GRAPH-7-1",NULL,NULL,"291","G","Rgaa32017-11-2-2","244"
"830","Rgaa32017-11-2-2-Accedeweb-HTML-7-2",NULL,NULL,"292","H","Rgaa32017-11-2-2","244"
"831","Rgaa32017-11-2-3-Accedeweb-GRAPH-7-1",NULL,NULL,"293","G","Rgaa32017-11-2-3","245"
"832","Rgaa32017-11-2-3-Accedeweb-HTML-7-2",NULL,NULL,"294","H","Rgaa32017-11-2-3","245"
"833","Rgaa32017-11-3-1-Accedeweb-GRAPH-7-2",NULL,NULL,"295","G","Rgaa32017-11-3-1","247"
"834","Rgaa32017-11-3-1-Accedeweb-HTML-7-1",NULL,NULL,"296","H","Rgaa32017-11-3-1","247"
"835","Rgaa32017-11-3-2-Accedeweb-GRAPH-7-2",NULL,NULL,"297","G","Rgaa32017-11-3-2","248"
"836","Rgaa32017-11-3-2-Accedeweb-HTML-7-1",NULL,NULL,"298","H","Rgaa32017-11-3-2","248"
"837","Rgaa32017-11-4-1-Accedeweb-GRAPH-7-3",NULL,NULL,"299","G","Rgaa32017-11-4-1","249"
"838","Rgaa32017-11-5-1-Accedeweb-GRAPH-7-4",NULL,NULL,"300","G","Rgaa32017-11-5-1","250"
"839","Rgaa32017-11-5-1-Accedeweb-HTML-7-7",NULL,NULL,"301","H","Rgaa32017-11-5-1","250"
